,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved
2285725,"narsingi, Narsingi",narsingi,"3rd party, Property Science",,17.38911703,78.36202791,,9512,,Unknown,,Narsingi,1763.45,,,no
2285926,"narsingi, Narsingi",narsingi,"3rd party, Property Science",,17.38911703,78.36202791,,9512,,Unknown,,Narsingi,1763.45,,,no
2285926,"narsingi, Narsingi",narsingi,"3rd party, Property Science",,17.38911703,78.36202791,,9512,,Unknown,,Narsingi,1763.45,,,no
2227993,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",702,,,yes
2227993,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",4639.05,,,yes
2227995,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,,778.05,,,yes
2227995,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",1500,,,yes
2228159,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",585,,,yes
2228159,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",650,,,yes
2228161,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,,455,,,yes
2228161,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",897,,,yes
2248001,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",647.4,,,yes
2248001,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",1380,,,yes
2248003,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",650,,,yes
2248003,"Shakthi Nilayam, Karmanghat, Hyderabad",Shakthi Nilayam,"3rd party, Property Science",,17.33784294,78.55410767,,10000,,Stand Alone / Apartment,500074,"Karmanghat, Hyderabad",1431.95,,,yes
2227992,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,,745.55,,,yes
2227992,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,"Saroor Nagar, Hyderabad",945,,,yes
2228158,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,"Saroor Nagar, Hyderabad",627.9,,,yes
2228158,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,"Saroor Nagar, Hyderabad",945,,,yes
2247982,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.36557435,78.54681667,,10000,,Stand Alone / Apartment,500035,"Saroor Nagar, Hyderabad",682.5,,,no
2247982,"Jubilee Lakshmi Nivas, Saroor Nagar, Hyderabad",Jubilee Lakshmi Nivas,"3rd party, Property Science",,17.36557435,78.54681667,,10000,,Stand Alone / Apartment,500035,"Saroor Nagar, Hyderabad",1495,,,no
2210522,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43508013,78.44571493,,12308,,Commercial Spaces,500016,Ameerpet,551,,,no
2210523,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,2785,,,no
2248000,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,"Saroor Nagar, Hyderabad",1639,,,yes
2248000,"Vaishnavi Bupara, Saroor Nagar, Hyderabad",Vaishnavi Bupara,"3rd party, Property Science",,17.3415985,78.55338345,,12143,,Gated community / Apartment,50074,"Saroor Nagar, Hyderabad",942.5,,,yes
2210524,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,2971,,,no
2221695,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1966,,,no
2327117,"Vamsiram Jyothi Abode, Somajiguda",Vamsiram Jyothi Abode,"3rd party, Property Science",,17.42364136,78.45842319,,6875,,Stand Alone / Apartment,500082,Somajiguda,760.5,,,no
2398580,"Vamsiram Jyothi Abode, Somajiguda",Vamsiram Jyothi Abode,"3rd party, Property Science",,17.42364136,78.45842319,,6875,,Stand Alone / Apartment,500082,Somajiguda,1564,,,no
2247987,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1897,,,no
2247987,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1651,,,no
2401828,"Vamsiram Jyothi Abode, Somajiguda",Vamsiram Jyothi Abode,"3rd party, Property Science",,17.42364136,78.45842319,,6875,,Stand Alone / Apartment,500082,Somajiguda,736.45,,,no
2637189,"Vamsiram Jyothi Abode, Somajiguda",Vamsiram Jyothi Abode,"3rd party, Property Science",,17.42364136,78.45842319,,6875,,Stand Alone / Apartment,500082,Somajiguda,730.6,,,no
2247989,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1976,,,no
2247989,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1651,,,no
2406034,"vanasthalipuram, Vanasthalipuram",vanasthalipuram,"3rd party, Property Science",,17.32616319,78.57471963,,6154,,Unknown,500070,Vanasthalipuram,928,,,no
2406035,"vanasthalipuram, Vanasthalipuram",vanasthalipuram,"3rd party, Property Science",,17.32616319,78.57471963,,5917,,Unknown,500070,Vanasthalipuram,1397,,,no
2362193,"rajive swaghra subhawan township, Nagole",rajive swaghra subhawan township,"3rd party, Property Science",,17.37351799,78.56692153,,4172,,Stand Alone / Apartment,500068,Nagole,1745,,,no
2309949,"Ram Arcade, khairatabad",Ram Arcade,"3rd party, Property Science",,17.41318753,78.46507218,,8488,,Stand Alone,500004,khairatabad,848.25,,,no
2221696,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1966,,,no
2221697,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1917.5,,,no
2327096,"Ram Arcade, khairatabad",Ram Arcade,"3rd party, Property Science",,17.41318753,78.46507218,,8488,,Stand Alone,500004,khairatabad,825.5,,,no
2398559,"Ram Arcade, khairatabad",Ram Arcade,"3rd party, Property Science",,17.41318753,78.46507218,,8488,,Stand Alone,500004,khairatabad,825.5,,,no
2247994,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",884,,,yes
2247994,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",406.25,,,yes
2223338,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",917,,,yes
2223342,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",935,,,yes
2247996,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",905,,,yes
2247996,"Aavasa Emerald, L.B. Nagar, Hyderabad",Aavasa Emerald,"3rd party, Property Science",,17.34609413,78.55804443,,9714,,Gated community / Apartment,500074,"L.B. Nagar, Hyderabad",1105,,,yes
2247997,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",2055,,,no
2247997,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",2233,,,no
2223347,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",980,,,yes
2223350,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",1038,,,yes
2382546,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1781,,,no
2382547,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1917.5,,,no
2227978,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",1165,,,yes
2227978,"Vasavi Ananda Nilayam, Saroor Nagar, Hyderabad",Vasavi Ananda Nilayam,"3rd party, Property Science",,17.35140419,78.54620361,,10570,,Gated community / Apartment,500035,"Saroor Nagar, Hyderabad",1431,,,yes
2382548,"Shanta Sriram Pinnacle, Ameerpet",Shanta Sriram Pinnacle,"3rd party, Property Science",,17.43225477,78.44561787,,13077,,Stand Alone,500073,Ameerpet,1781,,,no
2327105,"Shanthi Sikhara, Raj bhavan Road, somajiguda",Shanthi Sikhara,"3rd party, Property Science",,17.42594735,78.45813589,,7692,,Gated community / Apartment,500082,"Raj bhavan Road, somajiguda",1371,,,no
2248002,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1810,,,no
2248002,"Green Leaves Aura, Saroor Nagar, Hyderabad",Green Leaves Aura,"3rd party, Property Science",,17.34506035,78.55719757,,11077,,Gated community / Apartment,500074,"Saroor Nagar, Hyderabad",1650,,,no
2398568,"Shanthi Sikhara, Raj bhavan Road, somajiguda",Shanthi Sikhara,"3rd party, Property Science",,17.42594735,78.45813589,,7692,,Gated community / Apartment,500082,"Raj bhavan Road, somajiguda",1623.7,,,no
2401816,"Shanthi Sikhara, Raj bhavan Road, somajiguda",Shanthi Sikhara,"3rd party, Property Science",,17.42594735,78.45813589,,7692,,Gated community / Apartment,500082,"Raj bhavan Road, somajiguda",1566.5,,,no
2248138,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592,,Unknown,,Reddy Colony,1537.25,,,no
2248138,", Reddy Colony",,"3rd party, Property Science",,17.33892165,78.54711692,,6592,,Unknown,,Reddy Colony,1630,,,no
2248139,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245,,Gated community / Apartment,500079,LB Nagar,879,,,no
2248139,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,5245,,Gated community / Apartment,500079,LB Nagar,870,,,no
2248140,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631,,Gated community / Apartment,500079,LB Nagar,1270,,,no
2248140,"Alekhya Towers, LB Nagar",Alekhya Towers,"3rd party, Property Science",,17.33950133,78.54253113,,7631,,Gated community / Apartment,500079,LB Nagar,1108.25,,,no
2248141,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769,,Stand Alone / Apartment,500074,"Chintalkunta, Road No 11, Shakthi Nagar",1342.25,,,no
2248141,"ARC Sai Brindavanam Apartments, Chintalkunta, Road No 11, Shakthi Nagar",ARC Sai Brindavanam Apartments,"3rd party, Property Science",,17.336338,78.55353,,5769,,Stand Alone / Apartment,500074,"Chintalkunta, Road No 11, Shakthi Nagar",1335.75,,,no
2248142,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523,,Stand Alone / Apartment,500068,Mansoorabad,1742,,,no
2248142,"balaji residency 2, Mansoorabad",balaji residency 2,"3rd party, Property Science",,17.356162,78.557926,,9523,,Stand Alone / Apartment,500068,Mansoorabad,1608.75,,,no
2248143,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495,,Unknown,500072,Bhagya Nagar Colony,1134.25,,,no
2248143,"bhagya nagar CHS, Bhagya Nagar Colony",bhagya nagar CHS,"3rd party, Property Science",,17.34727656,78.53944133,,7495,,Unknown,500072,Bhagya Nagar Colony,942.5,,,no
2248144,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231,,Unknown,500070,Chintalkunta,1134.25,,,no
2248144,"Chintalkunta, Chintalkunta",Chintalkunta,"3rd party, Property Science",,17.33786827,78.55876963,,9231,,Unknown,500070,Chintalkunta,1701,,,no
2248145,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,Chintalkunta,962,,,no
2248145,"Classic, Chintalkunta",Classic,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,,836.55,,,no
2248146,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574,,Gated community,500070,Chintalkunta,1269.45,,,no
2248146,"janapriya homes, Chintalkunta",janapriya homes,"3rd party, Property Science",,17.337943,78.562978,,6574,,Gated community,500070,Chintalkunta,1430,,,no
2248147,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692,,Stand Alone / Apartment,500070,Mansoorabad,1820,,,no
2248147,"JK Imperial Residency, Mansoorabad",JK Imperial Residency,"3rd party, Property Science",,17.35014332,78.56457231,,7692,,Stand Alone / Apartment,500070,Mansoorabad,1537.25,,,no
2248148,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535,,Stand Alone / Apartment,500035,Bhagya Nagar Colony,971.75,,,no
2248148,"Kukatpally, Bhagya Nagar Colony",Kukatpally,"3rd party, Property Science",,17.34727656,78.53944133,,6535,,Stand Alone / Apartment,500035,Bhagya Nagar Colony,1363,,,no
2248149,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932,,Stand Alone / Apartment,500072,Bhagya Nagar Colony,875,,,no
2248149,"Lakeview Apartment, Bhagya Nagar Colony",Lakeview Apartment,"3rd party, Property Science",,17.488003,78.419862,,6932,,Stand Alone / Apartment,500072,Bhagya Nagar Colony,1460,,,no
2248150,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,Chintalkunta,958.75,,,no
2248150,"Laukik Ishan, Chintalkunta",Laukik Ishan,"3rd party, Property Science",,17.33786827,78.55876963,,7957,,Unknown,500070,Chintalkunta,836.55,,,no
2326101,"Mahasai Residency, Kailash Hills",Mahasai Residency,"3rd party, Property Science",,17.517407,78.415048,,5500,,Stand Alone / Apartment,500055,Kailash Hills,1265,,,no
2326101,"Mahasai Residency, Kailash Hills",Mahasai Residency,"3rd party, Property Science",,17.517407,78.415048,,5500,,Stand Alone / Apartment,500055,Kailash Hills,2197,,,no
2336557,"Maithri Enclave, Panchasheel Enclave",Maithri Enclave,"3rd party, Property Science",,17.500888,78.554697,,4400,,Gated community / Apartment,500094,Panchasheel Enclave,1460,,,no
2336558,"Maithri Enclave, Panchasheel Enclave",Maithri Enclave,"3rd party, Property Science",,17.500888,78.554697,,4400,,Gated community / Apartment,500094,Panchasheel Enclave,1446,,,no
2453447,"Navya Jewel, Kondapur, Hyderabad",Navya Jewel,"3rd party, Property Science",,17.46745743,78.35232868,,10000,,Stand Alone / Apartment,500084,"Kondapur, Hyderabad",981.5,,,no
2285731,"NCC Urban One, Narsingi",NCC Urban One,"3rd party, Property Science",,17.38911703,78.36202791,,8267,,Gated community / Apartment,500075,Narsingi,1371,,,yes
2248154,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714,,Unknown,,Mansoorabad,1584,,,no
2248154,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,5714,,Unknown,,Mansoorabad,1002,,,no
2248155,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971,,Unknown,,Mansoorabad,1316,,,no
2248155,"On Request, Mansoorabad",On Request,"3rd party, Property Science",,17.35014332,78.56457231,,9971,,Unknown,,Mansoorabad,947.05,,,no
2401807,"Ram Arcade, khairatabad",Ram Arcade,"3rd party, Property Science",,17.41318753,78.46507218,,8488,,Stand Alone,500004,khairatabad,809.25,,,no
2326070,"Ramky One Marvel, Kukatpally",Ramky One Marvel,"3rd party, Property Science",,17.52151608,78.41996576,,9895,,Gated community,500055,Kukatpally,827,,,no
2637177,"Shanthi Sikhara, Raj bhavan Road, somajiguda",Shanthi Sikhara,"3rd party, Property Science",,17.42594735,78.45813589,,7692,,Gated community / Apartment,500082,"Raj bhavan Road, somajiguda",1537.25,,,no
2327106,"shanti sagar, Shantinagar Colony",shanti sagar,"3rd party, Property Science",,17.401872,78.456563,,8139,,Stand Alone / Apartment,500028,Shantinagar Colony,300,,,no
2398569,"shanti sagar, Shantinagar Colony",shanti sagar,"3rd party, Property Science",,17.401872,78.456563,,8139,,Stand Alone / Apartment,500028,Shantinagar Colony,5850,,,no
